Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
498,Wilfried Singo,ci CIV,DF,Galatasaray,24,2000,19,11,951,10.6,2,1,3,2,0,0,3,0,0.19,0.09,0.28,0.19,0.28,Matches
499,Doğukan Sınık,tr TUR,MF,Antalyaspor,26,1999,20,9,838,9.3,0,2,2,0,0,0,5,1,0,0.21,0.21,0,0.21,Matches
500,Guilherme Sityá,pt POR,"DF,MF",Konyaspor,35,1990,22,21,"1,858",20.6,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Ahmet Sivri,,"MF,FW",Fatih Karagümrük,26,1999,9,3,299,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
502,Milan Škriniar,sk SVK,DF,Fenerbahçe,30,1995,24,24,"2,115",23.5,2,0,2,2,0,0,6,0,0.09,0,0.09,0.09,0.09,Matches
503,Hrvoje Smolčić,hr CRO,DF,Kocaelispor,24,2000,26,26,"2,226",24.7,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
504,Deian Sorescu,ro ROU,"MF,DF",Gaziantep FK,27,1997,25,16,"1,553",17.3,3,2,5,2,1,2,4,0,0.17,0.12,0.29,0.12,0.23,Matches
505,Afonso Sousa,pt POR,MF,Samsunspor,25,2000,8,1,176,2,1,1,2,1,0,0,1,0,0.51,0.51,1.02,0.51,1.02,Matches
506,Ali Sowe,gm GAM,FW,Rizespor,31,1994,32,26,"2,284",25.4,8,4,12,8,0,0,3,0,0.32,0.16,0.47,0.32,0.47,Matches
507,Furkan Soyalp,tr TUR,MF,Kayserispor,30,1995,28,22,"1,800",20,1,0,1,1,0,0,7,0,0.05,0,0.05,0.05,0.05,Matches
508,Çağlar Söyüncü,tr TUR,DF,Fenerbahçe,29,1996,11,10,770,8.6,0,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
509,Andraž Šporar,si SVN,FW,Alanyaspor,31,1994,2,2,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Marius Ştefănescu,ro ROU,MF,Konyaspor,26,1998,8,1,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
511,Taras Stepanenko,ua UKR,MF,Eyüpspor,35,1989,8,6,528,5.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
512,Nikola Storm,be BEL,"MF,FW",Antalyaspor,30,1994,28,20,"1,617",18,4,1,5,4,0,0,1,0,0.22,0.06,0.28,0.22,0.28,Matches
