,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
490,Tobias Elshout Van Den,nl NED,"MF,FW",Feyenoord,18,2007,11,4,366,4.1,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
491,Alec Van Hoorenbeeck,be BEL,DF,Heracles Almelo,26,1998,24,24,"2,155",23.9,2,0,2,2,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
492,Jaygo Chubasco Van Ommeren,nl NED,MF,Utrecht,17,2008,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Syb Van Ottele,nl NED,"DF,MF",Fortuna Sittard,23,2002,15,9,900,10,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
494,Shaqueel Van Persie,nl NED,FW,Feyenoord,18,2006,3,0,39,0.4,2,0,2,2,0,0,1,0,4.62,0,4.62,4.62,4.62,Matches
495,Henk Veerman,nl NED,FW,Volendam,32,1993,24,20,"1,693",18.8,4,1,5,4,0,0,1,0,0.21,0.05,0.27,0.21,0.27,Matches
496,Joey Veerman,nl NED,MF,PSV,26,1998,30,27,"2,364",26.3,8,14,22,8,0,0,4,0,0.3,0.53,0.84,0.3,0.84,Matches
497,Odysseus Velanas,nl NED,MF,Zwolle,27,1998,13,7,631,7,2,1,3,2,0,0,0,0,0.29,0.14,0.43,0.29,0.43,Matches
498,Tijs Velthuis,nl NED,DF,Sparta Rotterdam,23,2002,3,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Tijs Velthuis,nl NED,DF,Zwolle,23,2002,11,6,571,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
500,Dylan Vente,nl NED,"FW,MF",Heerenveen,26,1999,30,23,"2,123",23.6,7,2,9,5,2,2,1,0,0.3,0.08,0.38,0.21,0.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Calvin Verdonk,id IDN,DF,NEC Nijmegen,28,1997,4,4,360,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
502,Duke Verduin,nl NED,GK,Zwolle,21,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
503,Hobie Verhulst,nl NED,GK,AZ Alkmaar,32,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Nicolas Verkooijen,be BEL,MF,PSV,18,2006,3,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
505,Arno Verschueren,be BEL,MF,Twente,28,1997,30,3,580,6.4,0,2,2,0,0,0,1,0,0,0.31,0.31,0,0.31,Matches
506,Nick Verschuren,nl NED,DF,Volendam,20,2005,31,30,"2,674",29.7,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
507,Dion Versluis,nl NED,,NAC Breda,22,2003,6,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Niklas Vesterlund,dk DEN,"DF,MF",Utrecht,26,1999,18,15,"1,250",13.9,1,1,2,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,Matches
509,Giannino Vianello,nl NED,DF,Sparta Rotterdam,18,2007,5,3,312,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Nick Viergever,nl NED,DF,Utrecht,35,1989,25,17,"1,750",19.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
511,David Voute,nl NED,FW,Zwolle,19,2005,3,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Eus Waayers,nl NED,DF,Go Ahead Eagles,18,2006,4,1,68,0.8,0,1,1,0,0,0,0,0,0,1.32,1.32,0,1.32,Matches
513,Paul Wanner,at AUT,MF,PSV,19,2005,22,19,"1,637",18.2,3,3,6,3,0,0,5,0,0.16,0.16,0.33,0.16,0.33,Matches
514,Tsuyoshi Watanabe,jp JPN,DF,Feyenoord,28,1997,30,30,"2,634",29.3,2,0,2,2,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
515,Wout Weghorst,nl NED,FW,Ajax,32,1992,27,20,"1,784",19.8,8,4,12,8,0,0,6,0,0.4,0.2,0.61,0.4,0.61,Matches
516,Daouda Weidmann,ci CIV,MF,Twente,22,2003,16,5,457,5.1,0,1,1,0,0,0,1,0,0,0.2,0.2,0,0.2,Matches
517,Robbin Weijenberg,nl NED,MF,Go Ahead Eagles,20,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Timon Wellenreuther,de GER,GK,Feyenoord,29,1995,33,33,"2,970",33,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
519,Casper Widell,se SWE,DF,Excelsior,22,2003,34,34,"3,053",33.9,1,1,2,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,Matches
520,Jannes Wieckhoff,de GER,DF,Heracles Almelo,24,2000,19,9,849,9.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
521,Owen Wijndal,nl NED,DF,Ajax,25,1999,19,15,"1,350",15,1,0,1,1,0,0,3,0,0.07,0,0.07,0.07,0.07,Matches
522,Jeppe Wijnreder,nl NED,DF,Heracles Almelo,19,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Jetro Willems,nl NED,DF,NEC Nijmegen,31,1994,6,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
524,Maas Willemsen,nl NED,DF,Heerenveen,22,2003,30,29,"2,555",28.4,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
525,Dani de Wit,nl NED,"MF,FW",Utrecht,27,1998,27,24,"2,146",23.8,7,3,10,7,0,0,7,0,0.29,0.13,0.42,0.29,0.42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Mees de Wit,nl NED,DF,AZ Alkmaar,27,1998,31,29,"2,480",27.6,3,6,9,3,0,0,9,0,0.11,0.22,0.33,0.11,0.33,Matches
527,Ricky van Wolfswinkel,nl NED,FW,Twente,36,1989,31,18,"1,733",19.3,8,0,8,2,6,6,4,0,0.42,0,0.42,0.1,0.1,Matches
528,Key Wong-A-Soijj,nl NED,FW,Volendam,18,2006,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Szymon Włodarczyk,pl POL,FW,Excelsior,22,2003,23,9,757,8.4,3,1,4,3,0,1,1,0,0.36,0.12,0.48,0.36,0.48,Matches
530,Gibson Yah,nl NED,MF,Volendam,21,2003,24,20,"1,655",18.4,0,3,3,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
531,Irakli Yegoian,ge GEO,MF,Excelsior,21,2004,31,30,"2,672",29.7,5,2,7,5,0,0,2,0,0.17,0.07,0.24,0.17,0.24,Matches
532,Marvin Young,nl NED,DF,Sparta Rotterdam,19,2005,33,33,"2,970",33,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
533,Vasilios Zagaritis,gr GRE,DF,Heerenveen,24,2001,34,33,"2,802",31.1,2,3,5,2,0,0,4,0,0.06,0.1,0.16,0.06,0.16,Matches
534,Arthur Zagre,fr FRA,DF,Excelsior,23,2001,30,27,"2,384",26.5,4,2,6,3,1,2,7,1,0.15,0.08,0.23,0.11,0.19,Matches
535,Jan Žambůrek,cz CZE,MF,Heracles Almelo,24,2001,26,21,"1,724",19.2,0,1,1,0,0,0,6,0,0,0.05,0.05,0,0.05,Matches
536,Oskar Zawada,pl POL,FW,Groningen,29,1996,16,0,313,3.5,3,0,3,3,0,0,1,0,0.86,0,0.86,0.86,0.86,Matches
537,Gjivai Zechiël,nl NED,MF,Utrecht,21,2004,34,32,"2,798",31.1,8,7,15,8,0,0,4,0,0.26,0.23,0.48,0.26,0.48,Matches
538,Lequincio Zeefuik,nl NED,FW,AZ Alkmaar,20,2004,10,0,116,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
539,Lequincio Zeefuik,nl NED,FW,Heracles Almelo,20,2004,13,12,"1,061",11.8,2,0,2,2,0,0,5,0,0.17,0,0.17,0.17,0.17,Matches
540,Ramiz Zerrouki,dz ALG,MF,Twente,27,1998,32,32,"2,655",29.5,3,1,4,3,0,0,2,1,0.1,0.03,0.14,0.1,0.14,Matches
541,Oleksandr Zinchenko,ua UKR,DF,Ajax,28,1996,2,1,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
542,Jivayno Zinhagel,nl NED,FW,Feyenoord,16,2009,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Jeroen Zoet,nl NED,GK,AZ Alkmaar,34,1991,11,10,919,10.2,0,1,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
544,Milan Zonneveld,nl NED,FW,Sparta Rotterdam,21,2003,11,1,234,2.6,4,0,4,4,0,0,0,0,1.54,0,1.54,1.54,1.54,Matches
545,Milan Zonneveld,nl NED,FW,Telstar,21,2003,20,8,856,9.5,2,2,4,2,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches
546,Giovanni van Zwam,nl NED,DF,Go Ahead Eagles,21,2004,12,6,689,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
547,Sondre Ørjasæter,no NOR,"MF,FW",Twente,21,2003,30,28,"2,130",23.7,3,6,9,3,0,0,2,0,0.13,0.25,0.38,0.13,0.38,Matches
548,Willum Þór Willumsson,is ISL,MF,NEC Nijmegen,26,1998,4,1,99,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
549,Nökkvi Þórisson,is ISL,FW,Telstar,25,1999,7,7,386,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.47,0.23,0.47,Matches
550,Nökkvi Þórisson,is ISL,"FW,MF",Sparta Rotterdam,25,1999,10,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,
