Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
102,Alireza Enayatzadeh,ir IRN,MF,Persepolis,21,2004,3,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Nima Entezari,ir IRN,MF,Paykan,29,1996,11,11,763,8.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
104,Nima Entezari,ir IRN,MF,Zob Ahan,29,1996,5,2,281,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
105,Erfan Esfandiari,ir IRN,GK,Paykan,25,1999,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
106,Ali Eslami,,FW,Zob Ahan,22,2002,11,2,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
107,Mohammadhossein Eslami,ir IRN,FW,Esteghlal,24,2001,16,6,520,5.8,1,1,2,1,0,0,1,0,0.17,0.17,0.35,0.17,0.35,Matches
108,Ghaem Eslamikhah,ir IRN,MF,Malavan,30,1995,15,7,696,7.7,1,1,2,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,Matches
109,Amirreza Eslamtalab,ir IRN,MF,Chadormalu SC,22,2003,7,3,255,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
110,Farshid Esmaeili,ir IRN,MF,Fajr Sepasi,31,1994,21,19,"1,373",15.3,2,3,5,2,0,0,4,0,0.13,0.2,0.33,0.13,0.33,Matches
111,Danial Esmaeilifar,ir IRN,MF,Tractor,32,1993,22,21,"1,896",21.1,2,3,5,2,0,0,1,0,0.09,0.14,0.24,0.09,0.24,Matches
112,Majid Eydi,ir IRN,DF,Gol Gohar FC,28,1996,22,22,"1,910",21.2,1,3,4,1,0,0,3,1,0.05,0.14,0.19,0.05,0.19,Matches
113,Koroush Ezhdehakosh,,FW,Aluminium Arak,,,8,5,451,5,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
114,Soheil Fadakar,,FW,Shams Azar,26,1998,22,13,"1,231",13.7,2,1,3,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,Matches
115,Omid Fahmi,,FW,Paykan,22,2002,15,3,432,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
116,Milad Fakhreddini,ir IRN,"DF,MF",Mes Rafsanjan,35,1990,21,19,"1,622",18,0,2,2,0,0,0,7,0,0,0.11,0.11,0,0.11,Matches
117,Mojtaba Fakhrian,ir IRN,MF,Persepolis,22,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Mojtaba Fakhrian,ir IRN,MF,Malavan,22,2003,4,3,273,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
119,Saman Fallah,ir IRN,MF,Esteghlal,24,2001,17,17,"1,454",16.2,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches
120,Habib Farabbasi,ir IRN,GK,Esteghlal,27,1997,10,10,867,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
121,Taha Farahani,,MF,Chadormalu SC,,,12,3,381,4.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
122,Farshad Faraji,ir IRN,MF,Tractor,31,1994,3,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
123,Morteza Farkhani,,MF,Zob Ahan,,,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
124,Amir Farsi,,FW,Kheybar,,,14,7,675,7.5,1,0,1,1,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
125,Farjad Fayaz,ir IRN,FW,Malavan,19,2006,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Farshad Firouz,,FW,Fajr Sepasi,,,8,1,179,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
127,Mohsen Forouzan,ir IRN,GK,Mes Rafsanjan,37,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Farzin Garousian,ir IRN,GK,Gol Gohar FC,33,1992,22,22,"1,980",22,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
129,Dániel Gera,hu HUN,"DF,MF",Persepolis,29,1995,5,5,426,4.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
130,Fariborz Gerami,ir IRN,MF,Paykan,32,1993,6,6,481,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
131,Arash Ghaderi,ir IRN,DF,Zob Ahan,26,1998,20,20,"1,740",19.3,3,0,3,3,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
132,Mahmoud Ghaed Rahmati,ir IRN,MF,Zob Ahan,33,1991,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Salman Ghaffari,,FW,Mes Rafsanjan,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Erfan Ghahremani,,DF,Zob Ahan,27,1998,19,17,"1,446",16.1,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
135,Abolfazl Ghanbari,,MF,Aluminium Arak,21,2004,21,13,"1,169",13,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
136,Mehrdad Ghanbari,ir IRN,DF,Kheybar,35,1989,17,10,960,10.7,5,3,8,2,3,3,0,0,0.47,0.28,0.75,0.19,0.47,Matches
137,Pedram Ghazipour,,DF,Zob Ahan,28,1997,18,18,"1,562",17.4,2,1,3,2,0,0,0,0,0.12,0.06,0.17,0.12,0.17,Matches
138,Arif Ghezel,,FW,Kheybar,,,19,10,859,9.5,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
139,Amirhossein Gholami,,DF,Paykan,27,1997,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Aref Gholami,ir IRN,DF,Esteghlal,28,1997,9,5,479,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
141,Ali Gholamzadeh,ir IRN,GK,Fajr Sepasi,25,2000,18,18,"1,620",18,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
